experiment,case_id,role,platform,data_kind,status,metrics,metrics.accept_median_ms,metrics.accepted,metrics.accounting_scope,metrics.baseline_rss_bytes,metrics.canonical_envelope_overhead_bytes,metrics.cases,metrics.certificate_bytes,metrics.cpu_ms_per_query,metrics.descriptor_serialized_bytes,metrics.epoch_substitution_rejected,metrics.failures,metrics.honest,metrics.mean_json_body_bytes,metrics.measured_duration_seconds,metrics.median_ms,metrics.memory_limit_mib,metrics.mode,metrics.mode_substitution_rejected,metrics.n,metrics.n_prime,metrics.operational_total_bytes,metrics.p95_ms,metrics.p99_ms,metrics.paper_descriptor_bytes,metrics.payload_read_bytes_per_query,metrics.payload_tamper_rejected,metrics.peak_rss_bytes,metrics.pressure_buffer_bytes,metrics.provider_allocated_bytes,metrics.provider_cpu_ms_per_query,metrics.provider_file_count,metrics.provider_internal_cached_support_bytes,metrics.provider_payload_bytes,metrics.provider_support_bytes,metrics.provider_total_bytes,metrics.queries,metrics.raw_opaque_payload_bytes,metrics.root_hex_tamper_rejected,metrics.rss_bytes,metrics.setup_allocated_bytes,metrics.setup_file_count,metrics.setup_payload_bytes,metrics.setup_signing_key_bytes,metrics.setup_support_bytes,metrics.setup_total_bytes,metrics.shard_substitution_rejected,metrics.signature_hex_tamper_rejected,metrics.support_metadata_bytes,metrics.support_read_bytes_per_query,metrics.total_materialized_bytes,metrics.verifier_allocated_bytes,metrics.verifier_file_count,metrics.verifier_payload_bytes,metrics.verifier_support_bytes,metrics.verifier_total_bytes,metrics.witness_generate_median_ms,platform.architecture,platform.cpu_count,platform.hostname,platform.kernel,platform.machine_id,platform.machine_id_source,platform.mem_total_bytes,platform.network.available,platform.network.interfaces,platform.openssl,platform.os.id,platform.os.name,platform.os.pretty_name,platform.os.version,platform.os.version_id,platform.pi_model,platform.platform,platform.python,platform.python_implementation,platform.result_storage.block_device,platform.result_storage.device,platform.result_storage.filesystem,platform.result_storage.free_bytes,platform.result_storage.mountpoint,platform.result_storage.path,platform.result_storage.total_bytes,platform.result_storage.used_bytes,platform.storage.block_device,platform.storage.device,platform.storage.filesystem,platform.storage.free_bytes,platform.storage.mountpoint,platform.storage.path,platform.storage.total_bytes,platform.storage.used_bytes,provenance.cache_state,provenance.chain_id,provenance.client_machine_id,provenance.cpu_scope,provenance.dataset_sha256,provenance.dataset_source.acquired_at_utc,provenance.dataset_source.boundary_snapshots_rechecked,provenance.dataset_source.chain_id_rechecked,provenance.dataset_source.finality_basis,provenance.dataset_source.finalized_head_after.hash,provenance.dataset_source.finalized_head_after.number,provenance.dataset_source.finalized_head_after.parentHash,provenance.dataset_source.full_transactions,provenance.dataset_source.generator,provenance.dataset_source.initial_finalized_head.hash,provenance.dataset_source.initial_finalized_head.number,provenance.dataset_source.initial_finalized_head.parentHash,provenance.dataset_source.payload_encoding,provenance.dataset_source.rpc_methods,provenance.dataset_source.source,provenance.implementation,provenance.memory_limit_kind,provenance.memory_limit_mib,provenance.memory_scope,provenance.message,provenance.mode,provenance.n,provenance.native_finality_verified,provenance.network_kind,provenance.pressure_mib,provenance.profile,provenance.provider_case_id,provenance.queries,provenance.sample_count,provenance.scheme,provenance.scope,provenance.selected_count,provenance.selected_payload_sha256,provenance.selection,provenance.server_machine_id,provenance.source,provenance.storage_scope,provenance.timing_scope,provenance.transport,provenance.trial,provenance.trust_anchor,provenance.type,provenance.warmup,provenance.wire_format,provenance.workload_seed
memory_pressure,0032-synthetic-n512-ext_cached-t4-memory_pressure,hpc,,synthetic,ok,,0.17212,200,,90030080,,,,0.1718023,,,,,0,0.303827214,0.17248049999999998,256,,,,,,0.17670065,0.17818251999999984,,,,148742144,67108864,,,,,,,,200,,,90030080,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,RLIMIT_AS virtual address space,256,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_cached,512,False,unspecified,64,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,4,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
integrity,0032-synthetic-n512-ext_cached-t4-integrity,hpc,,synthetic,ok,,,,,,,7,,,,True,0,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_cached,512,False,unspecified,,paper,,,,,"finite adversarial regression cases, not a cryptographic security bound",512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,4,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
storage,0033-synthetic-n512-full-t0-storage,hpc,,synthetic,ok,,,,"regular file lengths; allocated file blocks also reported; excludes directories, inodes, journal, and OS cache",,18432,,253,,908,,,,,,,,full,,512,512,1101397,,,126,,,,,12681216,,516,0,1067008,32736,1100489,,1048576,,,24576,1,0,32,0,32,,,174,,1101429,24576,1,0,0,908,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,full,512,False,unspecified,,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
provider,0033-synthetic-n512-full-t0-provider,provider,,synthetic,ok,,,,,,,,,,,,,,,,6.3518135000000004,,,,,,,6.751136499999999,,,2084.0,,,,,0.3208630625,,,,,,16,,,,,,,,,,,,,288.0,,,,,,,2.5058965000000004,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,full,512,False,unspecified,,paper,,,16,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,proof_fixture_preparation,logical role ownership; experiment fixtures and setup reported separately,payload/support read and proof construction; JSON serialization and network excluded,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
local,0033-synthetic-n512-full-t0-local,hpc,,synthetic,ok,,0.1741395,200,,22831104,,,,0.17469258,,,,,0,0.303736696,0.17469200000000001,0,,,,,,0.18557504999999996,0.20068130999999995,,,,148742144,0,,,,,,,,200,,,23162880,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,none,0,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,full,512,False,unspecified,0,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
memory_pressure,0033-synthetic-n512-full-t0-memory_pressure,hpc,,synthetic,ok,,0.172008,200,,89989120,,,,0.171445505,,,,,0,0.299303163,0.17239949999999998,256,,,,,,0.17642385,0.17924495000000001,,,,148742144,67108864,,,,,,,,200,,,89989120,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,RLIMIT_AS virtual address space,256,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,full,512,False,unspecified,64,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
energy_workload,0033-synthetic-n512-full-t0-energy_workload,hpc,,synthetic,ok,,0.173238,6591,,22691840,,,,0.17251979107874374,,,,,0,10.001035155,0.173702,0,,,,,,0.1776725,0.18062080000000003,,,,148742144,0,,,,,,,,6591,,,25903104,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,none,0,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,full,512,False,unspecified,0,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
integrity,0033-synthetic-n512-full-t0-integrity,hpc,,synthetic,ok,,,,,,,7,,,,True,0,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,full,512,False,unspecified,,paper,,,,,"finite adversarial regression cases, not a cryptographic security bound",512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
storage,0034-synthetic-n512-ext_rebuild-t3-storage,hpc,,synthetic,ok,,,,"regular file lengths; allocated file blocks also reported; excludes directories, inodes, journal, and OS cache",,18432,,253,,908,,,,,,,,ext_rebuild,,512,512,1068487,,,126,,,,,12632064,,514,0,1067008,0,1067579,,1048576,,,24576,1,0,32,0,32,,,0,,1068519,24576,1,0,0,908,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_rebuild,512,False,unspecified,,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,3,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
provider,0034-synthetic-n512-ext_rebuild-t3-provider,provider,,synthetic,ok,,,,,,,,,,,,,,,,673.94618,,,,,,,694.21835425,,,1067008.0,,,,,19.2282300625,,,,,,16,,,,,,,,,,,,,0.0,,,,,,,5.074944,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_rebuild,512,False,unspecified,,paper,,,16,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,proof_fixture_preparation,logical role ownership; experiment fixtures and setup reported separately,payload/support read and proof construction; JSON serialization and network excluded,local,3,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
local,0034-synthetic-n512-ext_rebuild-t3-local,hpc,,synthetic,ok,,0.1726415,200,,22667264,,,,0.172106715,,,,,0,0.302768506,0.173071,0,,,,,,0.177198,0.18136169999999993,,,,148742144,0,,,,,,,,200,,,23060480,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,none,0,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_rebuild,512,False,unspecified,0,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,3,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
memory_pressure,0034-synthetic-n512-ext_rebuild-t3-memory_pressure,hpc,,synthetic,ok,,0.172952,200,,89989120,,,,0.172645285,,,,,0,0.3033958,0.17336249999999997,256,,,,,,0.17716790000000002,0.18214560999999993,,,,148742144,67108864,,,,,,,,200,,,89989120,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,RLIMIT_AS virtual address space,256,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_rebuild,512,False,unspecified,64,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,3,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
integrity,0034-synthetic-n512-ext_rebuild-t3-integrity,hpc,,synthetic,ok,,,,,,,7,,,,True,0,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_rebuild,512,False,unspecified,,paper,,,,,"finite adversarial regression cases, not a cryptographic security bound",512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,3,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
